beneficiary_id,fraud_probability,risk_level,death_record_match,aadhaar_verified,location_mismatch,age,risk_factors
B009564,0.7324999999999999,HIGH,1,1,1,71,⚠️ Death record found | ⚠️ Location mismatch
B009565,0.0,,0,1,0,29,✓ No major risk factors
B009566,0.0,,0,1,0,70,✓ No major risk factors
B009567,0.63,HIGH,1,0,0,79,⚠️ Death record found | ⚠️ Aadhaar not verified
B009568,0.0,,0,1,0,27,✓ No major risk factors
B009569,0.0,,0,1,0,89,✓ No major risk factors
B009570,0.1575,LOW,0,0,0,54,⚠️ Aadhaar not verified
B009571,0.4725,MEDIUM,1,1,0,80,⚠️ Death record found
B009572,0.0,,0,1,0,48,✓ No major risk factors
B009573,0.7324999999999999,HIGH,1,1,1,75,⚠️ Death record found | ⚠️ Location mismatch
B009574,0.0,,0,1,0,31,✓ No major risk factors
B009575,0.10750000000000001,LOW,0,1,0,53,✓ No major risk factors
B009576,0.1575,LOW,0,0,0,40,⚠️ Aadhaar not verified
B009577,0.265,LOW,0,0,0,71,⚠️ Aadhaar not verified
B009578,0.0,,0,1,0,61,✓ No major risk factors
B009579,0.63,HIGH,1,0,0,71,⚠️ Death record found | ⚠️ Aadhaar not verified
B009580,0.0,,0,1,0,19,✓ No major risk factors
B009581,0.0,,0,1,0,87,✓ No major risk factors
B009582,0.0,,0,1,0,81,✓ No major risk factors
B009583,0.0,,0,1,0,29,✓ No major risk factors
B009584,0.10750000000000001,LOW,0,1,0,58,✓ No major risk factors
B009585,0.10750000000000001,LOW,0,1,0,67,✓ No major risk factors
B009586,0.1575,LOW,0,0,0,56,⚠️ Aadhaar not verified
B009587,0.1125,LOW,0,1,0,69,✓ No major risk factors
B009588,0.1125,LOW,0,1,0,80,✓ No major risk factors
B009589,0.0,,0,1,0,70,✓ No major risk factors
B009590,0.10750000000000001,LOW,0,1,0,65,✓ No major risk factors
B009591,0.0,,0,1,0,80,✓ No major risk factors
B009592,0.0,,0,1,0,46,✓ No major risk factors
B009593,0.0,,0,1,0,53,✓ No major risk factors
B009594,0.0,,0,1,0,44,✓ No major risk factors
B009595,0.0,,0,1,0,57,✓ No major risk factors
B009596,0.10750000000000001,LOW,0,1,0,73,✓ No major risk factors
B009597,0.6825,HIGH,1,1,0,114,⚠️ Death record found | ⚠️ Centenarian (114 yrs)
B009598,0.0,,0,1,0,70,✓ No major risk factors
B009599,0.0,,0,1,0,53,✓ No major risk factors
B009600,0.0,,0,1,0,41,✓ No major risk factors
B009601,0.0,,0,1,0,76,✓ No major risk factors
B009602,0.0,,0,1,0,78,✓ No major risk factors
B009603,0.10750000000000001,LOW,0,1,0,75,✓ No major risk factors
B009604,0.265,LOW,0,0,0,53,⚠️ Aadhaar not verified
B009605,0.10750000000000001,LOW,0,1,0,56,✓ No major risk factors
B009606,0.10750000000000001,LOW,0,1,0,66,✓ No major risk factors
B009607,0.0,,0,1,0,69,✓ No major risk factors
B009608,0.0,,0,1,0,66,✓ No major risk factors
B009609,0.0,,0,1,0,78,✓ No major risk factors
B009610,0.10750000000000001,LOW,0,1,0,95,✓ No major risk factors
B009611,0.265,LOW,0,0,0,50,⚠️ Aadhaar not verified
B009612,0.10750000000000001,LOW,0,1,0,73,✓ No major risk factors
B009613,0.0,,0,1,0,79,✓ No major risk factors
B009614,0.1125,LOW,0,1,0,58,✓ No major risk factors
B009615,0.10750000000000001,LOW,0,1,0,46,✓ No major risk factors
B009616,0.005000000000000001,LOW,0,1,0,57,✓ No major risk factors
B009617,0.1575,LOW,0,0,0,71,⚠️ Aadhaar not verified
B009618,0.0,,0,1,0,77,✓ No major risk factors
B009619,0.0,,0,1,0,91,✓ No major risk factors
B009620,0.1125,LOW,0,1,0,70,✓ No major risk factors
B009621,0.10750000000000001,LOW,0,1,0,55,✓ No major risk factors
B009622,0.0,,0,1,0,42,✓ No major risk factors
B009623,0.0,,0,1,0,38,✓ No major risk factors
B009624,0.0,,0,1,0,65,✓ No major risk factors
B009625,0.10750000000000001,LOW,0,1,0,63,✓ No major risk factors
B009626,0.1125,LOW,0,1,0,39,✓ No major risk factors
B009627,0.1625,LOW,0,0,0,57,⚠️ Aadhaar not verified
B009628,0.10750000000000001,LOW,0,1,0,77,✓ No major risk factors
B009629,0.1575,LOW,0,0,0,79,⚠️ Aadhaar not verified
B009630,0.005000000000000001,LOW,0,1,0,72,✓ No major risk factors
B009631,0.265,LOW,0,0,0,59,⚠️ Aadhaar not verified
B009632,0.0,,0,1,0,60,✓ No major risk factors
B009633,0.0,,0,1,0,65,✓ No major risk factors
B009634,0.1575,LOW,0,0,0,75,⚠️ Aadhaar not verified
B009635,0.10750000000000001,LOW,0,1,0,58,✓ No major risk factors
B009636,0.0,,0,1,0,53,✓ No major risk factors
B009637,0.4775,MEDIUM,1,1,0,46,⚠️ Death record found
B009638,0.005000000000000001,LOW,0,1,0,47,✓ No major risk factors
B009639,0.0,,0,1,0,80,✓ No major risk factors
B009640,0.0,,0,1,0,51,✓ No major risk factors
B009641,0.365,MEDIUM,1,1,0,50,⚠️ Death record found
B009642,0.0,,0,1,0,73,✓ No major risk factors
B009643,0.1575,LOW,0,0,0,80,⚠️ Aadhaar not verified
B009644,0.0,,0,1,0,72,✓ No major risk factors
B009645,0.265,LOW,0,0,0,30,⚠️ Aadhaar not verified
B009646,0.0,,0,1,0,61,✓ No major risk factors
B009647,0.21000000000000002,LOW,0,1,0,116,⚠️ Centenarian (116 yrs)
B009648,0.26,LOW,0,1,1,87,⚠️ Location mismatch
B009649,0.0,,0,1,0,86,✓ No major risk factors
B009650,0.0,,0,1,0,49,✓ No major risk factors
B009651,0.10750000000000001,LOW,0,1,0,49,✓ No major risk factors
B009652,0.365,MEDIUM,1,1,0,23,⚠️ Death record found
B009653,0.3675,MEDIUM,0,1,1,68,⚠️ Location mismatch
B009654,0.0,,0,1,0,80,✓ No major risk factors
B009655,0.265,LOW,0,0,0,98,⚠️ Aadhaar not verified
B009656,0.0,,0,1,0,74,✓ No major risk factors
B009657,0.4725,MEDIUM,1,1,0,50,⚠️ Death record found
B009658,0.10750000000000001,LOW,0,1,0,70,✓ No major risk factors
B009659,0.10750000000000001,LOW,0,1,0,67,✓ No major risk factors
B009660,0.0,,0,1,0,62,✓ No major risk factors
B009661,0.0,,0,1,0,73,✓ No major risk factors
B009662,0.10750000000000001,LOW,0,1,0,59,✓ No major risk factors
B009663,0.0,,0,1,0,72,✓ No major risk factors
B009664,0.10750000000000001,LOW,0,1,0,78,✓ No major risk factors
B009665,0.10750000000000001,LOW,0,1,0,44,✓ No major risk factors
B009666,0.0,,0,1,0,94,✓ No major risk factors
B009667,0.0,,0,1,0,54,✓ No major risk factors
B009668,0.005000000000000001,LOW,0,1,0,96,✓ No major risk factors
B009669,0.0,,0,1,0,63,✓ No major risk factors
B009670,0.005000000000000001,LOW,0,1,0,29,✓ No major risk factors
B009671,0.10750000000000001,LOW,0,1,0,36,✓ No major risk factors
B009672,0.0,,0,1,0,35,✓ No major risk factors
B009673,0.0,,0,1,0,77,✓ No major risk factors
B009674,0.0,,0,1,0,63,✓ No major risk factors
B009675,0.005000000000000001,LOW,0,1,0,97,✓ No major risk factors
B009676,0.0,,0,1,0,57,✓ No major risk factors
B009677,0.10750000000000001,LOW,0,1,0,63,✓ No major risk factors
B009678,0.0,,0,1,0,85,✓ No major risk factors
B009679,0.0,,0,1,0,32,✓ No major risk factors
B009680,0.63,HIGH,1,0,0,79,⚠️ Death record found | ⚠️ Aadhaar not verified
B009681,0.475,MEDIUM,0,0,0,109,⚠️ Aadhaar not verified | ⚠️ Centenarian (109 yrs)
B009682,0.0,,0,1,0,80,✓ No major risk factors
B009683,0.1575,LOW,0,0,0,25,⚠️ Aadhaar not verified
B009684,0.4725,MEDIUM,1,1,0,98,⚠️ Death record found
B009685,0.0,,0,1,0,67,✓ No major risk factors
B009686,0.1575,LOW,0,0,0,74,⚠️ Aadhaar not verified
B009687,0.10750000000000001,LOW,0,1,0,21,✓ No major risk factors
B009688,0.6825,HIGH,1,1,0,105,⚠️ Death record found | ⚠️ Centenarian (105 yrs)
B009689,0.1575,LOW,0,0,0,61,⚠️ Aadhaar not verified
B009690,0.0,,0,1,0,76,✓ No major risk factors
B009691,0.0,,0,1,0,72,✓ No major risk factors
B009692,0.10750000000000001,LOW,0,1,0,70,✓ No major risk factors
B009693,0.0,,0,1,0,82,✓ No major risk factors
B009694,0.0,,0,1,0,72,✓ No major risk factors
B009695,0.0,,0,1,0,19,✓ No major risk factors
B009696,0.0,,0,1,0,92,✓ No major risk factors
B009697,0.5775,MEDIUM,0,1,1,108,⚠️ Location mismatch | ⚠️ Centenarian (108 yrs)
B009698,0.10750000000000001,LOW,0,1,0,73,✓ No major risk factors
B009699,0.005000000000000001,LOW,0,1,0,68,✓ No major risk factors
B009700,0.0,,0,1,0,73,✓ No major risk factors
B009701,0.4725,MEDIUM,1,1,0,77,⚠️ Death record found
B009702,0.10750000000000001,LOW,0,1,0,63,✓ No major risk factors
B009703,0.0,,0,1,0,71,✓ No major risk factors
B009704,0.0,,0,1,0,51,✓ No major risk factors
B009705,0.0,,0,1,0,23,✓ No major risk factors
B009706,0.10750000000000001,LOW,0,1,0,74,✓ No major risk factors
B009707,0.0,,0,1,0,42,✓ No major risk factors
B009708,0.10750000000000001,LOW,0,1,0,67,✓ No major risk factors
B009709,0.005000000000000001,LOW,0,1,0,99,✓ No major risk factors
B009710,0.0,,0,1,0,49,✓ No major risk factors
B009711,0.10750000000000001,LOW,0,1,0,43,✓ No major risk factors
B009712,0.0,,0,1,0,52,✓ No major risk factors
B009713,0.0,,0,1,0,66,✓ No major risk factors
B009714,0.63,HIGH,1,0,0,46,⚠️ Death record found | ⚠️ Aadhaar not verified
B009715,0.10750000000000001,LOW,0,1,0,74,✓ No major risk factors
B009716,0.26,LOW,0,1,1,79,⚠️ Location mismatch
B009717,0.4725,MEDIUM,1,1,0,66,⚠️ Death record found
B009718,0.0,,0,1,0,62,✓ No major risk factors
B009719,0.31750000000000006,MEDIUM,0,1,0,117,⚠️ Centenarian (117 yrs)
B009720,0.0,,0,1,0,61,✓ No major risk factors
B009721,0.4725,MEDIUM,1,1,0,75,⚠️ Death record found
B009722,0.0,,0,1,0,77,✓ No major risk factors
B009723,0.1575,LOW,0,0,0,58,⚠️ Aadhaar not verified
B009724,0.10750000000000001,LOW,0,1,0,19,✓ No major risk factors
B009725,0.21000000000000002,LOW,0,1,0,117,⚠️ Centenarian (117 yrs)
B009726,0.1575,LOW,0,0,0,78,⚠️ Aadhaar not verified
B009727,0.4725,MEDIUM,1,1,0,23,⚠️ Death record found
B009728,0.0,,0,1,0,67,✓ No major risk factors
B009729,0.005000000000000001,LOW,0,1,0,52,✓ No major risk factors
B009730,0.1575,LOW,0,0,0,76,⚠️ Aadhaar not verified
B009731,0.1575,LOW,0,0,0,54,⚠️ Aadhaar not verified
B009732,0.10750000000000001,LOW,0,1,0,62,✓ No major risk factors
B009733,0.0,,0,1,0,67,✓ No major risk factors
B009734,0.0,,0,1,0,82,✓ No major risk factors
B009735,0.265,LOW,0,0,0,72,⚠️ Aadhaar not verified
B009736,0.1125,LOW,0,1,0,47,✓ No major risk factors
B009737,0.3725,MEDIUM,0,0,0,100,⚠️ Aadhaar not verified | ⚠️ Centenarian (100 yrs)
B009738,0.0,,0,1,0,76,✓ No major risk factors
B009739,0.10750000000000001,LOW,0,1,0,65,✓ No major risk factors
B009740,0.1125,LOW,0,1,0,90,✓ No major risk factors
B009741,0.005000000000000001,LOW,0,1,0,77,✓ No major risk factors
B009742,0.0,,0,1,0,66,✓ No major risk factors
B009743,0.005000000000000001,LOW,0,1,0,84,✓ No major risk factors
B009744,0.0,,0,1,0,71,✓ No major risk factors
B009745,0.365,MEDIUM,1,1,0,41,⚠️ Death record found
B009746,0.265,LOW,0,0,0,70,⚠️ Aadhaar not verified
B009747,0.10750000000000001,LOW,0,1,0,80,✓ No major risk factors
B009748,0.10750000000000001,LOW,0,1,0,46,✓ No major risk factors
B009749,0.1575,LOW,0,0,0,48,⚠️ Aadhaar not verified
B009750,0.0,,0,1,0,85,✓ No major risk factors
B009751,0.0,,0,1,0,66,✓ No major risk factors
B009752,0.005000000000000001,LOW,0,1,0,63,✓ No major risk factors
B009753,0.0,,0,1,0,60,✓ No major risk factors
B009754,0.10750000000000001,LOW,0,1,0,32,✓ No major risk factors
B009755,0.0,,0,1,0,96,✓ No major risk factors
B009756,0.0,,0,1,0,49,✓ No major risk factors
B009757,0.1575,LOW,0,0,0,78,⚠️ Aadhaar not verified
B009758,0.10750000000000001,LOW,0,1,0,75,✓ No major risk factors
B009759,0.10750000000000001,LOW,0,1,0,68,✓ No major risk factors
B009760,0.0,,0,1,0,36,✓ No major risk factors
B009761,0.1575,LOW,0,0,0,88,⚠️ Aadhaar not verified
B009762,0.0,,0,1,0,86,✓ No major risk factors
B009763,0.005000000000000001,LOW,0,1,0,67,✓ No major risk factors
B009764,0.265,LOW,0,0,0,33,⚠️ Aadhaar not verified
B009765,0.10750000000000001,LOW,0,1,0,69,✓ No major risk factors
B009766,0.0,,0,1,0,34,✓ No major risk factors
B009767,0.10750000000000001,LOW,0,1,0,77,✓ No major risk factors
B009768,0.0,,0,1,0,72,✓ No major risk factors
B009769,0.895,CRITICAL,1,0,1,46,⚠️ Death record found | ⚠️ Aadhaar not verified | ⚠️ Location mismatch | 🚨 High fraud probability
B009770,0.0,,0,1,0,79,✓ No major risk factors
B009771,0.1575,LOW,0,0,0,33,⚠️ Aadhaar not verified
B009772,0.0,,0,1,0,80,✓ No major risk factors
B009773,0.0,,0,1,0,74,✓ No major risk factors
B009774,0.10750000000000001,LOW,0,1,0,54,✓ No major risk factors
B009775,0.1575,LOW,0,0,0,57,⚠️ Aadhaar not verified
B009776,0.3675,MEDIUM,0,0,0,110,⚠️ Aadhaar not verified | ⚠️ Centenarian (110 yrs)
B009777,0.1575,LOW,0,0,0,57,⚠️ Aadhaar not verified
B009778,0.10750000000000001,LOW,0,1,0,57,✓ No major risk factors
B009779,0.0,,0,1,0,49,✓ No major risk factors
B009780,0.0,,0,1,0,77,✓ No major risk factors
B009781,0.1575,LOW,0,0,0,52,⚠️ Aadhaar not verified
B009782,0.4775,MEDIUM,1,1,0,72,⚠️ Death record found
B009783,0.63,HIGH,1,0,0,83,⚠️ Death record found | ⚠️ Aadhaar not verified
B009784,0.10750000000000001,LOW,0,1,0,73,✓ No major risk factors
B009785,0.7324999999999999,HIGH,1,1,1,85,⚠️ Death record found | ⚠️ Location mismatch
B009786,0.10750000000000001,LOW,0,1,0,55,✓ No major risk factors
B009787,0.63,HIGH,1,0,0,64,⚠️ Death record found | ⚠️ Aadhaar not verified
B009788,0.0,,0,1,0,55,✓ No major risk factors
B009789,0.10750000000000001,LOW,0,1,0,74,✓ No major risk factors
B009790,0.10750000000000001,LOW,0,1,0,61,✓ No major risk factors
B009791,0.1575,LOW,0,0,0,53,⚠️ Aadhaar not verified
B009792,0.0,,0,1,0,73,✓ No major risk factors
B009793,0.21000000000000002,LOW,0,1,0,117,⚠️ Centenarian (117 yrs)
B009794,0.89,CRITICAL,1,0,1,60,⚠️ Death record found | ⚠️ Aadhaar not verified | ⚠️ Location mismatch | 🚨 High fraud probability
B009795,0.1575,LOW,0,0,0,77,⚠️ Aadhaar not verified
B009796,0.1575,LOW,0,0,0,93,⚠️ Aadhaar not verified
B009797,0.4775,MEDIUM,1,1,0,62,⚠️ Death record found
B009798,0.0,,0,1,0,72,✓ No major risk factors
B009799,0.21000000000000002,LOW,0,1,0,112,⚠️ Centenarian (112 yrs)
B009800,0.0,,0,1,0,65,✓ No major risk factors
B009801,0.0,,0,1,0,78,✓ No major risk factors
B009802,0.1575,LOW,0,0,0,52,⚠️ Aadhaar not verified
B009803,0.1125,LOW,0,1,0,75,✓ No major risk factors
B009804,0.0,,0,1,0,60,✓ No major risk factors
B009805,0.265,LOW,0,0,0,95,⚠️ Aadhaar not verified
B009806,0.10750000000000001,LOW,0,1,0,76,✓ No major risk factors
B009807,0.1625,LOW,0,0,0,76,⚠️ Aadhaar not verified
B009808,0.0,,0,1,0,75,✓ No major risk factors
B009809,0.0,,0,1,0,24,✓ No major risk factors
B009810,0.10750000000000001,LOW,0,1,0,71,✓ No major risk factors
B009811,0.0,,0,1,0,90,✓ No major risk factors
B009812,0.4725,MEDIUM,1,1,0,67,⚠️ Death record found
B009813,0.10750000000000001,LOW,0,1,0,57,✓ No major risk factors
B009814,0.0,,0,1,0,20,✓ No major risk factors
B009815,0.10750000000000001,LOW,0,1,0,59,✓ No major risk factors
B009816,0.10750000000000001,LOW,0,1,0,68,✓ No major risk factors
B009817,0.0,,0,1,0,66,✓ No major risk factors
B009818,0.63,HIGH,1,0,0,59,⚠️ Death record found | ⚠️ Aadhaar not verified
B009819,0.0,,0,1,0,74,✓ No major risk factors
B009820,0.1625,LOW,0,0,0,59,⚠️ Aadhaar not verified
B009821,0.10750000000000001,LOW,0,1,0,68,✓ No major risk factors
B009822,0.10750000000000001,LOW,0,1,0,71,✓ No major risk factors
B009823,0.10750000000000001,LOW,0,1,0,42,✓ No major risk factors
B009824,0.4725,MEDIUM,1,1,0,28,⚠️ Death record found
B009825,0.0,,0,1,0,23,✓ No major risk factors
B009826,0.1575,LOW,0,0,0,98,⚠️ Aadhaar not verified
B009827,0.265,LOW,0,0,0,79,⚠️ Aadhaar not verified
B009828,0.1575,LOW,0,0,0,55,⚠️ Aadhaar not verified
B009829,0.0,,0,1,0,57,✓ No major risk factors
B009830,0.0,,0,1,0,27,✓ No major risk factors
B009831,0.0,,0,1,0,50,✓ No major risk factors
B009832,0.0,,0,1,0,57,✓ No major risk factors
B009833,0.1125,LOW,0,1,0,55,✓ No major risk factors
B009834,0.0,,0,1,0,56,✓ No major risk factors
B009835,0.1575,LOW,0,0,0,74,⚠️ Aadhaar not verified
B009836,0.265,LOW,0,0,0,56,⚠️ Aadhaar not verified
B009837,0.1575,LOW,0,0,0,97,⚠️ Aadhaar not verified
B009838,0.0,,0,1,0,51,✓ No major risk factors
B009839,0.4725,MEDIUM,1,1,0,71,⚠️ Death record found
B009840,0.10750000000000001,LOW,0,1,0,76,✓ No major risk factors
B009841,0.0,,0,1,0,61,✓ No major risk factors
B009842,0.0,,0,1,0,55,✓ No major risk factors
B009843,0.0,,0,1,0,72,✓ No major risk factors
B009844,0.0,,0,1,0,62,✓ No major risk factors
B009845,0.1575,LOW,0,0,0,25,⚠️ Aadhaar not verified
B009846,0.0,,0,1,0,52,✓ No major risk factors
B009847,0.0,,0,1,0,53,✓ No major risk factors
B009848,0.0,,0,1,0,71,✓ No major risk factors
B009849,0.0,,0,1,0,56,✓ No major risk factors
B009850,0.265,LOW,0,0,0,50,⚠️ Aadhaar not verified
B009851,0.0,,0,1,0,61,✓ No major risk factors
B009852,0.10750000000000001,LOW,0,1,0,80,✓ No major risk factors
B009853,0.10750000000000001,LOW,0,1,0,69,✓ No major risk factors
B009854,0.10750000000000001,LOW,0,1,0,61,✓ No major risk factors
B009855,0.10750000000000001,LOW,0,1,0,69,✓ No major risk factors
B009856,0.89,CRITICAL,1,0,1,78,⚠️ Death record found | ⚠️ Aadhaar not verified | ⚠️ Location mismatch | 🚨 High fraud probability
B009857,0.10750000000000001,LOW,0,1,0,59,✓ No major risk factors
B009858,0.0,,0,1,0,47,✓ No major risk factors
B009859,0.10750000000000001,LOW,0,1,0,66,✓ No major risk factors
B009860,0.0,,0,1,0,34,✓ No major risk factors
B009861,0.0,,0,1,0,58,✓ No major risk factors
B009862,0.0,,0,1,0,72,✓ No major risk factors
B009863,0.0,,0,1,0,63,✓ No major risk factors
B009864,0.0,,0,1,0,75,✓ No major risk factors
B009865,0.0,,0,1,0,68,✓ No major risk factors
B009866,0.0,,0,1,0,73,✓ No major risk factors
B009867,0.0,,0,1,0,68,✓ No major risk factors
B009868,0.005000000000000001,LOW,0,1,0,90,✓ No major risk factors
B009869,0.1575,LOW,0,0,0,81,⚠️ Aadhaar not verified
B009870,0.0,,0,1,0,75,✓ No major risk factors
B009871,0.0,,0,1,0,68,✓ No major risk factors
B009872,0.0,,0,1,0,64,✓ No major risk factors
B009873,0.31750000000000006,MEDIUM,0,1,0,118,⚠️ Centenarian (118 yrs)
B009874,0.10750000000000001,LOW,0,1,0,49,✓ No major risk factors
B009875,0.10750000000000001,LOW,0,1,0,58,✓ No major risk factors
B009876,0.1625,LOW,0,0,0,51,⚠️ Aadhaar not verified
B009877,0.0,,0,1,0,71,✓ No major risk factors
B009878,0.265,LOW,0,0,0,98,⚠️ Aadhaar not verified
B009879,0.0,,0,1,0,55,✓ No major risk factors
B009880,0.0,,0,1,0,70,✓ No major risk factors
B009881,0.10750000000000001,LOW,0,1,0,97,✓ No major risk factors
B009882,0.26,LOW,0,1,1,75,⚠️ Location mismatch
B009883,0.10750000000000001,LOW,0,1,0,46,✓ No major risk factors
B009884,0.0,,0,1,0,50,✓ No major risk factors
B009885,0.0,,0,1,0,91,✓ No major risk factors
B009886,0.005000000000000001,LOW,0,1,0,41,✓ No major risk factors
B009887,0.0,,0,1,0,51,✓ No major risk factors
B009888,0.0,,0,1,0,53,✓ No major risk factors
B009889,0.0,,0,1,0,75,✓ No major risk factors
B009890,0.1575,LOW,0,0,0,63,⚠️ Aadhaar not verified
B009891,0.10750000000000001,LOW,0,1,0,88,✓ No major risk factors
B009892,0.0,,0,1,0,65,✓ No major risk factors
B009893,0.265,LOW,0,0,0,64,⚠️ Aadhaar not verified
B009894,0.0,,0,1,0,67,✓ No major risk factors
B009895,0.10750000000000001,LOW,0,1,0,80,✓ No major risk factors
B009896,0.1125,LOW,0,1,0,66,✓ No major risk factors
B009897,0.0,,0,1,0,80,✓ No major risk factors
B009898,0.0,,0,1,0,75,✓ No major risk factors
B009899,0.10750000000000001,LOW,0,1,0,74,✓ No major risk factors
B009900,0.63,HIGH,1,0,0,73,⚠️ Death record found | ⚠️ Aadhaar not verified
B009901,0.0,,0,1,0,54,✓ No major risk factors
B009902,0.10750000000000001,LOW,0,1,0,77,✓ No major risk factors
B009903,0.0,,0,1,0,37,✓ No major risk factors
B009904,0.4725,MEDIUM,1,1,0,74,⚠️ Death record found
B009905,0.0,,0,1,0,67,✓ No major risk factors
B009906,0.21000000000000002,LOW,0,1,0,108,⚠️ Centenarian (108 yrs)
B009907,0.10750000000000001,LOW,0,1,0,37,✓ No major risk factors
B009908,0.365,MEDIUM,1,1,0,68,⚠️ Death record found
B009909,0.0,,0,1,0,49,✓ No major risk factors
B009910,0.10750000000000001,LOW,0,1,0,48,✓ No major risk factors
B009911,0.10750000000000001,LOW,0,1,0,86,✓ No major risk factors
B009912,0.0,,0,1,0,33,✓ No major risk factors
B009913,0.0,,0,1,0,68,✓ No major risk factors
B009914,0.10750000000000001,LOW,0,1,0,40,✓ No major risk factors
B009915,0.265,LOW,0,0,0,68,⚠️ Aadhaar not verified
B009916,0.0,,0,1,0,51,✓ No major risk factors
B009917,0.0,,0,1,0,52,✓ No major risk factors
B009918,0.1575,LOW,0,0,0,21,⚠️ Aadhaar not verified
B009919,0.0,,0,1,0,80,✓ No major risk factors
B009920,0.0,,0,1,0,77,✓ No major risk factors
B009921,0.0,,0,1,0,52,✓ No major risk factors
B009922,0.27,LOW,0,0,0,94,⚠️ Aadhaar not verified
B009923,0.0,,0,1,0,73,✓ No major risk factors
B009924,0.21500000000000002,LOW,0,1,0,103,⚠️ Centenarian (103 yrs)
B009925,0.10750000000000001,LOW,0,1,0,28,✓ No major risk factors
B009926,0.0,,0,1,0,54,✓ No major risk factors
B009927,0.4725,MEDIUM,1,1,0,51,⚠️ Death record found
B009928,0.0,,0,1,0,63,✓ No major risk factors
B009929,0.26,LOW,0,1,1,55,⚠️ Location mismatch
B009930,0.10750000000000001,LOW,0,1,0,79,✓ No major risk factors
B009931,0.0,,0,1,0,53,✓ No major risk factors
B009932,0.1625,LOW,0,0,0,75,⚠️ Aadhaar not verified
B009933,0.0,,0,1,0,71,✓ No major risk factors
B009934,0.5225,MEDIUM,1,0,0,66,⚠️ Death record found | ⚠️ Aadhaar not verified
B009935,0.0,,0,1,0,70,✓ No major risk factors
B009936,0.10750000000000001,LOW,0,1,0,79,✓ No major risk factors
B009937,0.0,,0,1,0,78,✓ No major risk factors
B009938,0.0,,0,1,0,60,✓ No major risk factors
B009939,0.4725,MEDIUM,1,1,0,98,⚠️ Death record found
B009940,0.26,LOW,0,1,1,49,⚠️ Location mismatch
B009941,0.0,,0,1,0,92,✓ No major risk factors
B009942,0.0,,0,1,0,78,✓ No major risk factors
B009943,0.41750000000000004,MEDIUM,0,0,1,58,⚠️ Aadhaar not verified | ⚠️ Location mismatch
B009944,0.63,HIGH,1,0,0,29,⚠️ Death record found | ⚠️ Aadhaar not verified
B009945,0.10750000000000001,LOW,0,1,0,61,✓ No major risk factors
B009946,0.1575,LOW,0,0,0,65,⚠️ Aadhaar not verified
B009947,0.265,LOW,0,0,0,72,⚠️ Aadhaar not verified
B009948,0.525,MEDIUM,0,0,1,99,⚠️ Aadhaar not verified | ⚠️ Location mismatch
B009949,0.265,LOW,0,0,0,22,⚠️ Aadhaar not verified
B009950,0.7324999999999999,HIGH,1,1,1,38,⚠️ Death record found | ⚠️ Location mismatch
B009951,0.10750000000000001,LOW,0,1,0,69,✓ No major risk factors
B009952,0.0,,0,1,0,69,✓ No major risk factors
B009953,0.0,,0,1,0,63,✓ No major risk factors
B009954,0.0,,0,1,0,61,✓ No major risk factors
B009955,0.4725,MEDIUM,1,1,0,78,⚠️ Death record found
B009956,0.10750000000000001,LOW,0,1,0,64,✓ No major risk factors
B009957,0.10750000000000001,LOW,0,1,0,56,✓ No major risk factors
B009958,0.10750000000000001,LOW,0,1,0,90,✓ No major risk factors
B009959,0.0,,0,1,0,38,✓ No major risk factors
B009960,0.0,,0,1,0,33,✓ No major risk factors
B009961,0.4775,MEDIUM,1,1,0,70,⚠️ Death record found
B009962,0.0,,0,1,0,49,✓ No major risk factors
B009963,0.10750000000000001,LOW,0,1,0,72,✓ No major risk factors
B009964,0.0,,0,1,0,65,✓ No major risk factors
B009965,0.10750000000000001,LOW,0,1,0,68,✓ No major risk factors
B009966,0.10750000000000001,LOW,0,1,0,46,✓ No major risk factors
B009967,0.0,,0,1,0,49,✓ No major risk factors
B009968,0.0,,0,1,0,50,✓ No major risk factors
B009969,0.10750000000000001,LOW,0,1,0,63,✓ No major risk factors
B009970,0.0,,0,1,0,32,✓ No major risk factors
B009971,0.10750000000000001,LOW,0,1,0,55,✓ No major risk factors
B009972,0.0,,0,1,0,54,✓ No major risk factors
B009973,0.1575,LOW,0,0,0,73,⚠️ Aadhaar not verified
B009974,0.3675,MEDIUM,0,1,1,69,⚠️ Location mismatch
B009975,0.525,MEDIUM,0,0,1,50,⚠️ Aadhaar not verified | ⚠️ Location mismatch
B009976,0.0,,0,1,0,50,✓ No major risk factors
B009977,0.10750000000000001,LOW,0,1,0,60,✓ No major risk factors
B009978,0.1575,LOW,0,0,0,29,⚠️ Aadhaar not verified
B009979,0.265,LOW,0,0,0,56,⚠️ Aadhaar not verified
B009980,0.1575,LOW,0,0,0,69,⚠️ Aadhaar not verified
B009981,0.4725,MEDIUM,1,1,0,70,⚠️ Death record found
B009982,0.1575,LOW,0,0,0,92,⚠️ Aadhaar not verified
B009983,0.10750000000000001,LOW,0,1,0,72,✓ No major risk factors
B009984,0.26,LOW,0,1,1,76,⚠️ Location mismatch
B009985,0.0,,0,1,0,56,✓ No major risk factors
B009986,0.10750000000000001,LOW,0,1,0,57,✓ No major risk factors
B009987,0.005000000000000001,LOW,0,1,0,69,✓ No major risk factors
B009988,0.10750000000000001,LOW,0,1,0,65,✓ No major risk factors
