beneficiary_id,transaction_date,amount,status,payment_mode,location,is_fraudulent
B033288,2025-01-09,309.27,SUCCESS,Bank Transfer,Uttar Pradesh,True
B010015,2025-05-29,282.0,SUCCESS,DBT,Uttar Pradesh,False
B036167,2024-07-27,212.0,SUCCESS,DBT,Karnataka,False
B011313,2026-03-21,274.0,SUCCESS,DBT,Andhra Pradesh,False
B026663,2024-08-08,282.0,SUCCESS,DBT,Others,False
B011617,2025-07-21,326.0,SUCCESS,Cash,West Bengal,False
B039086,2026-03-02,233.0,SUCCESS,Post Office,Others,False
B046472,2026-03-05,215.0,SUCCESS,DBT,Others,False
B016928,2025-04-02,284.0,SUCCESS,Cash,Madhya Pradesh,False
B019966,2025-06-23,239.0,SUCCESS,DBT,Bihar,False
B027523,2025-04-14,334.0,SUCCESS,DBT,Madhya Pradesh,False
B025613,2025-03-17,186.0,SUCCESS,DBT,Maharashtra,False
B029416,2025-03-07,252.0,FAILED,Post Office,Karnataka,False
B049191,2025-11-20,227.05,SUCCESS,Cash,Andhra Pradesh,True
B044328,2025-05-07,318.0,FAILED,Cash,Others,False
B009331,2025-07-10,227.0,SUCCESS,Bank Transfer,West Bengal,False
B037948,2025-03-03,320.0,SUCCESS,DBT,Tamil Nadu,False
B032464,2024-09-02,313.0,SUCCESS,Bank Transfer,Rajasthan,False
B049167,2024-09-30,179.0,FAILED,Cash,Madhya Pradesh,False
B007443,2024-08-15,218.9,SUCCESS,DBT,Others,True
B041503,2025-06-29,182.0,SUCCESS,Cash,Others,False
B030485,2025-03-27,250.8,SUCCESS,Bank Transfer,Uttar Pradesh,True
B039003,2025-04-28,172.0,FAILED,Post Office,Others,False
B046098,2026-02-10,259.0,SUCCESS,Post Office,Uttar Pradesh,False
B018861,2025-03-07,259.61,SUCCESS,Cash,Gujarat,True
B021661,2026-03-08,246.0,SUCCESS,Post Office,Uttar Pradesh,False
B010945,2024-10-12,220.0,SUCCESS,Post Office,Others,False
B037515,2025-03-04,318.0,SUCCESS,DBT,Andhra Pradesh,False
B019327,2025-08-19,222.0,FAILED,Bank Transfer,Others,False
B036114,2025-02-10,310.38,SUCCESS,DBT,Others,True
B038781,2024-10-22,200.0,SUCCESS,Post Office,Others,False
B042096,2025-08-24,271.0,FAILED,Cash,Others,False
B021538,2026-03-17,249.0,SUCCESS,Bank Transfer,Rajasthan,False
B021790,2024-07-08,306.0,SUCCESS,Bank Transfer,Karnataka,False
B025995,2025-08-24,107.0,FAILED,Post Office,Maharashtra,False
B024242,2024-10-08,235.0,FAILED,Post Office,Andhra Pradesh,False
B049496,2026-04-03,291.0,SUCCESS,Post Office,Bihar,False
B029318,2026-04-11,352.0,FAILED,Bank Transfer,Others,False
B017365,2025-09-14,185.0,SUCCESS,Post Office,Rajasthan,False
B043817,2025-09-20,220.0,SUCCESS,Bank Transfer,Andhra Pradesh,False
B003916,2026-03-14,276.8,SUCCESS,Bank Transfer,Madhya Pradesh,True
B005636,2025-03-06,249.65,SUCCESS,Bank Transfer,Karnataka,True
B045525,2024-10-24,331.0,SUCCESS,Bank Transfer,Others,False
B019305,2025-02-11,239.0,SUCCESS,Bank Transfer,Tamil Nadu,False
B042761,2026-05-20,275.0,FAILED,Bank Transfer,Rajasthan,False
B032089,2025-08-25,184.09,FAILED,DBT,Karnataka,True
B042337,2024-09-06,296.0,SUCCESS,Cash,Karnataka,False
B027697,2025-11-26,192.0,FAILED,DBT,Karnataka,False
B044173,2025-09-13,192.0,FAILED,Cash,Maharashtra,False
B030485,2026-02-09,230.99,SUCCESS,Post Office,Uttar Pradesh,True
B029185,2026-02-22,262.08,SUCCESS,Bank Transfer,Bihar,True
B003378,2025-04-10,301.0,SUCCESS,DBT,West Bengal,False
B010394,2024-11-11,273.0,SUCCESS,DBT,Others,False
B003480,2024-11-11,104.0,SUCCESS,Cash,Tamil Nadu,False
B039155,2026-02-06,286.0,SUCCESS,Bank Transfer,Others,False
B017720,2025-09-05,273.0,SUCCESS,Bank Transfer,Maharashtra,False
B011097,2026-04-02,284.4,SUCCESS,DBT,West Bengal,True
B016598,2024-08-23,195.12,SUCCESS,DBT,West Bengal,True
B033648,2024-06-14,205.63,SUCCESS,Cash,West Bengal,True
B044146,2026-05-20,193.0,SUCCESS,DBT,Bihar,False
B034631,2026-01-01,209.0,FAILED,Cash,Bihar,False
B023828,2025-04-22,211.0,SUCCESS,Bank Transfer,Others,False
B007681,2026-01-26,255.0,SUCCESS,Bank Transfer,Maharashtra,False
B003908,2024-11-12,217.0,SUCCESS,Cash,Tamil Nadu,False
B028492,2025-12-30,200.0,FAILED,Bank Transfer,Tamil Nadu,False
B027681,2025-01-29,267.0,SUCCESS,DBT,Others,False
B023398,2024-10-10,201.0,FAILED,DBT,Rajasthan,False
B012288,2024-08-03,287.0,SUCCESS,DBT,Uttar Pradesh,False
B007579,2025-02-03,215.0,SUCCESS,Cash,Others,False
B018663,2025-05-26,175.0,SUCCESS,DBT,Others,False
B040577,2024-12-18,205.0,SUCCESS,DBT,Rajasthan,False
B039731,2025-02-08,214.0,SUCCESS,Cash,Tamil Nadu,False
B017674,2024-06-15,205.0,SUCCESS,Bank Transfer,Madhya Pradesh,False
B031338,2024-10-08,204.0,SUCCESS,Bank Transfer,Madhya Pradesh,False
B036344,2024-11-11,100.0,SUCCESS,Cash,Others,False
B009838,2025-04-19,270.0,SUCCESS,DBT,Karnataka,False
B025378,2025-02-14,226.0,SUCCESS,Bank Transfer,West Bengal,False
B046741,2026-04-07,327.0,SUCCESS,DBT,Uttar Pradesh,False
B023410,2025-06-18,193.0,SUCCESS,Cash,Others,False
B023885,2024-09-23,268.97,SUCCESS,Cash,Madhya Pradesh,True
B007572,2025-11-17,100.0,SUCCESS,DBT,Tamil Nadu,False
B028762,2024-12-28,205.0,SUCCESS,Post Office,Madhya Pradesh,False
B028149,2025-03-25,194.02,SUCCESS,DBT,Others,True
B018786,2025-08-27,112.0,SUCCESS,Post Office,Others,False
B011689,2026-01-14,323.0,SUCCESS,DBT,Others,False
B031595,2024-12-04,235.0,SUCCESS,DBT,Others,False
B016005,2025-07-30,162.0,SUCCESS,Post Office,Uttar Pradesh,False
B016762,2025-12-04,357.0,SUCCESS,Post Office,Others,False
B031369,2024-07-29,188.0,SUCCESS,Cash,Madhya Pradesh,False
B001378,2026-01-10,289.0,SUCCESS,Cash,Karnataka,False
B026462,2025-08-16,119.23,SUCCESS,DBT,West Bengal,True
B037589,2025-08-27,283.0,SUCCESS,DBT,West Bengal,False
B021308,2025-09-29,159.0,SUCCESS,Post Office,Tamil Nadu,False
B031351,2024-09-05,248.0,SUCCESS,DBT,Others,False
B027401,2025-02-09,196.0,SUCCESS,Post Office,Others,False
B020797,2025-04-17,263.0,SUCCESS,Cash,Others,False
B023510,2024-11-13,340.0,SUCCESS,Post Office,Bihar,False
B039929,2025-12-26,299.0,SUCCESS,Bank Transfer,Others,False
B037406,2024-07-27,164.0,FAILED,DBT,Karnataka,False
B008666,2026-01-27,252.73,FAILED,Post Office,Gujarat,True
B020269,2025-08-15,185.0,SUCCESS,DBT,Bihar,False
B036290,2024-08-18,191.0,SUCCESS,Post Office,Others,False
B010683,2026-05-07,293.0,SUCCESS,DBT,Andhra Pradesh,False
B014968,2026-02-25,225.0,SUCCESS,DBT,Karnataka,False
B023280,2025-05-29,210.0,SUCCESS,DBT,Karnataka,False
B006633,2024-07-01,183.0,SUCCESS,Cash,Uttar Pradesh,False
B029488,2026-04-19,208.0,FAILED,Bank Transfer,Others,False
B006073,2024-09-18,235.0,FAILED,Cash,Others,False
B017536,2024-10-12,198.0,FAILED,DBT,Rajasthan,False
B028091,2025-08-01,213.0,SUCCESS,Bank Transfer,West Bengal,False
B049584,2026-05-11,233.0,SUCCESS,Post Office,Rajasthan,False
B048973,2025-10-22,222.0,SUCCESS,Bank Transfer,Others,False
B008247,2025-09-24,175.0,FAILED,Post Office,Gujarat,False
B039266,2025-06-16,265.0,FAILED,Bank Transfer,Tamil Nadu,False
B044404,2026-01-13,253.0,SUCCESS,DBT,Maharashtra,False
B041959,2025-05-01,176.0,SUCCESS,DBT,Others,False
B015177,2025-03-24,322.0,FAILED,Post Office,Uttar Pradesh,False
B040571,2026-02-10,234.0,FAILED,DBT,Bihar,False
B022908,2026-01-09,247.44,SUCCESS,DBT,Andhra Pradesh,True
B008780,2026-02-08,255.73,SUCCESS,Cash,Others,True
B014265,2025-02-02,303.37,SUCCESS,Bank Transfer,Others,True
B022347,2024-10-05,230.0,FAILED,DBT,Gujarat,False
B040526,2026-01-30,240.08,FAILED,DBT,Karnataka,True
B026404,2024-07-04,277.0,SUCCESS,Bank Transfer,Madhya Pradesh,False
B022357,2026-05-17,219.52,FAILED,Cash,Bihar,True
B012726,2024-07-25,364.0,SUCCESS,Cash,Others,False
B007521,2025-07-13,159.0,SUCCESS,Bank Transfer,Madhya Pradesh,False
B015408,2026-03-13,278.0,SUCCESS,DBT,Others,False
B027094,2025-02-02,100.0,SUCCESS,Bank Transfer,Maharashtra,False
B008459,2024-06-15,265.0,SUCCESS,Post Office,Uttar Pradesh,False
B040561,2026-01-11,276.0,FAILED,Cash,Maharashtra,False
B036477,2025-02-24,189.4,FAILED,Bank Transfer,Uttar Pradesh,True
B044856,2026-03-22,252.68,SUCCESS,Bank Transfer,Tamil Nadu,True
B006368,2025-05-06,300.0,FAILED,Cash,Maharashtra,False
B012626,2026-05-30,207.0,SUCCESS,Post Office,West Bengal,False
B026567,2024-11-19,122.0,SUCCESS,DBT,Gujarat,False
B024771,2025-04-28,284.0,SUCCESS,Cash,Madhya Pradesh,False
B044016,2026-04-26,206.0,SUCCESS,Bank Transfer,Others,False
B044512,2024-06-13,289.93,SUCCESS,Cash,Andhra Pradesh,True
B041879,2025-11-20,227.0,SUCCESS,DBT,Rajasthan,False
B001266,2024-11-05,275.0,SUCCESS,Bank Transfer,Maharashtra,False
B001624,2025-01-20,279.0,SUCCESS,Post Office,Others,False
B025221,2024-11-13,266.0,SUCCESS,DBT,Others,False
B010673,2025-04-11,100.0,SUCCESS,Bank Transfer,Rajasthan,False
B009781,2024-09-17,180.0,SUCCESS,Bank Transfer,Tamil Nadu,False
B039091,2025-11-24,198.0,FAILED,DBT,Uttar Pradesh,False
B038765,2026-05-28,195.0,SUCCESS,Cash,Bihar,False
B005899,2024-08-20,210.0,FAILED,Post Office,Others,False
B019923,2024-07-21,193.0,SUCCESS,DBT,Tamil Nadu,False
B040996,2025-04-16,227.0,FAILED,DBT,Bihar,False
B023749,2025-07-15,229.52,SUCCESS,Cash,Karnataka,True
B013299,2025-04-28,262.93,SUCCESS,Post Office,Others,True
B007351,2024-10-11,206.25,SUCCESS,Bank Transfer,Others,True
B014721,2024-10-28,310.28,SUCCESS,Cash,Others,True
B011775,2024-07-11,304.0,SUCCESS,Post Office,Uttar Pradesh,False
B031244,2026-05-06,234.0,SUCCESS,Cash,Maharashtra,False
B037326,2025-01-21,366.0,SUCCESS,Cash,Rajasthan,False
B039854,2025-02-28,210.0,SUCCESS,Bank Transfer,Others,False
B042077,2026-01-24,237.0,SUCCESS,DBT,Tamil Nadu,False
B025408,2026-03-20,207.0,FAILED,DBT,Uttar Pradesh,False
B033959,2025-04-08,260.0,FAILED,DBT,Bihar,False
B015487,2024-10-02,172.27,SUCCESS,Cash,Bihar,True
B020816,2024-11-26,214.0,SUCCESS,Cash,Others,False
B016932,2026-04-27,101.0,SUCCESS,Cash,Uttar Pradesh,False
B008025,2025-11-11,247.0,SUCCESS,DBT,Rajasthan,False
B040451,2025-07-07,362.0,SUCCESS,Bank Transfer,West Bengal,False
B023464,2024-09-23,302.34,SUCCESS,Post Office,Andhra Pradesh,True
B018216,2026-02-20,238.0,SUCCESS,DBT,West Bengal,False
B024572,2024-08-02,171.0,FAILED,Cash,Others,False
B001979,2025-05-01,276.0,SUCCESS,Post Office,Others,False
B040687,2024-10-03,236.0,FAILED,DBT,Bihar,False
B031858,2025-07-03,171.0,SUCCESS,Cash,Others,False
B036549,2024-07-03,103.0,SUCCESS,Post Office,Uttar Pradesh,False
B024664,2026-05-01,331.98,SUCCESS,DBT,Uttar Pradesh,True
B020521,2025-02-17,181.0,SUCCESS,Bank Transfer,West Bengal,False
B003001,2025-04-16,203.0,SUCCESS,Bank Transfer,Rajasthan,False
B008924,2025-06-22,208.0,SUCCESS,Bank Transfer,Bihar,False
B031039,2025-04-02,438.0,SUCCESS,Cash,Uttar Pradesh,False
B004489,2025-01-24,272.0,SUCCESS,Post Office,Karnataka,False
B048734,2025-02-26,309.0,SUCCESS,Post Office,Gujarat,False
B021506,2025-06-14,207.0,FAILED,Bank Transfer,Others,False
B013672,2024-09-22,115.05,SUCCESS,Bank Transfer,Uttar Pradesh,True
B029412,2024-12-12,182.0,FAILED,Cash,Uttar Pradesh,False
B020677,2026-01-02,299.0,FAILED,Post Office,Gujarat,False
B028901,2025-04-16,325.0,SUCCESS,Post Office,Uttar Pradesh,False
B031944,2025-04-05,266.42,SUCCESS,DBT,Maharashtra,True
B041836,2025-03-20,142.12,SUCCESS,Cash,Others,True
B030158,2025-03-08,179.0,SUCCESS,DBT,Uttar Pradesh,False
B015503,2024-11-17,219.0,SUCCESS,Cash,Others,False
B043487,2025-05-14,210.57,SUCCESS,DBT,Andhra Pradesh,True
B040176,2026-01-31,299.0,SUCCESS,DBT,West Bengal,False
B043765,2024-10-23,323.0,SUCCESS,Bank Transfer,Tamil Nadu,False
B011619,2025-08-16,249.0,SUCCESS,Post Office,Others,False
B047417,2024-07-06,231.0,FAILED,Post Office,Tamil Nadu,False
B043690,2025-08-04,227.0,SUCCESS,Cash,West Bengal,False
B011353,2026-01-01,203.0,SUCCESS,DBT,Andhra Pradesh,False
B048668,2025-05-15,178.0,SUCCESS,DBT,Bihar,False
B008338,2024-07-26,182.0,SUCCESS,Post Office,West Bengal,False
B011404,2026-04-30,209.0,SUCCESS,Bank Transfer,Madhya Pradesh,False
B049169,2025-03-21,206.0,SUCCESS,Bank Transfer,Others,False
B035997,2024-12-03,255.53,SUCCESS,Cash,Uttar Pradesh,True
B047073,2024-07-03,197.0,FAILED,DBT,Maharashtra,False
B034911,2024-10-18,217.0,FAILED,Bank Transfer,Others,False
B003965,2024-08-03,215.0,SUCCESS,Cash,Others,False
B045770,2024-09-06,330.0,SUCCESS,Bank Transfer,Others,False
B037026,2026-05-10,323.0,FAILED,DBT,Others,False
B009440,2026-05-29,103.0,FAILED,Bank Transfer,Uttar Pradesh,False
B034854,2025-12-18,182.43,SUCCESS,Cash,Maharashtra,True
B027102,2024-10-26,317.0,FAILED,Post Office,Rajasthan,False
B038248,2025-04-30,180.0,SUCCESS,Post Office,Uttar Pradesh,False
B014626,2025-10-25,272.0,FAILED,DBT,Madhya Pradesh,False
B043367,2026-03-29,186.0,SUCCESS,Bank Transfer,Bihar,False
B040733,2025-08-23,345.0,SUCCESS,Post Office,Maharashtra,False
B027271,2025-02-28,218.0,SUCCESS,Cash,Others,False
B042037,2024-06-23,207.0,SUCCESS,Post Office,Others,False
B000683,2024-11-26,109.0,FAILED,Post Office,Uttar Pradesh,False
B042828,2026-04-13,192.0,SUCCESS,DBT,Uttar Pradesh,False
B032549,2025-10-27,231.0,FAILED,Cash,West Bengal,False
B014074,2026-02-22,227.6,SUCCESS,DBT,Others,True
B017156,2025-11-02,200.0,FAILED,Bank Transfer,Gujarat,False
B000828,2024-09-24,214.0,SUCCESS,Post Office,Rajasthan,False
B039164,2025-04-30,187.0,FAILED,Post Office,Andhra Pradesh,False
B045122,2025-02-12,258.0,SUCCESS,Bank Transfer,Maharashtra,False
B046486,2024-10-22,307.0,FAILED,Post Office,Uttar Pradesh,False
B034187,2025-07-24,201.0,SUCCESS,DBT,Andhra Pradesh,False
B043460,2024-09-08,198.0,SUCCESS,Bank Transfer,Tamil Nadu,False
B049007,2024-08-18,354.0,SUCCESS,Cash,West Bengal,False
B038881,2024-07-12,278.0,SUCCESS,Post Office,Others,False
B015838,2024-09-08,176.0,FAILED,DBT,Maharashtra,False
B010208,2025-06-02,330.15,FAILED,DBT,Others,True
B027700,2024-09-16,360.0,SUCCESS,Cash,Uttar Pradesh,False
B044665,2025-11-27,350.72,SUCCESS,DBT,Madhya Pradesh,True
B006023,2024-11-15,230.0,SUCCESS,DBT,West Bengal,False
B016853,2026-02-23,182.0,SUCCESS,Post Office,Maharashtra,False
B043846,2025-10-05,365.0,FAILED,Bank Transfer,Uttar Pradesh,False
B012658,2025-08-28,220.0,SUCCESS,Bank Transfer,Gujarat,False
B017638,2026-02-09,260.0,FAILED,Cash,Bihar,False
B026682,2025-10-25,223.65,FAILED,Post Office,Madhya Pradesh,True
B018639,2026-04-26,172.0,SUCCESS,Bank Transfer,Bihar,False
B026603,2025-10-21,261.0,FAILED,Cash,Others,False
B038022,2024-09-18,301.13,FAILED,DBT,Tamil Nadu,True
B043177,2026-01-15,335.0,FAILED,DBT,Others,False
B041340,2024-06-11,215.0,SUCCESS,Post Office,Others,False
B020107,2025-02-22,170.0,SUCCESS,Bank Transfer,Others,False
B035007,2024-08-15,220.0,SUCCESS,Bank Transfer,Karnataka,False
B007310,2026-03-24,283.0,FAILED,DBT,Madhya Pradesh,False
B014477,2025-01-22,229.0,FAILED,DBT,Others,False
B007357,2026-03-28,221.0,SUCCESS,Cash,Bihar,False
B043411,2024-12-27,194.4,SUCCESS,Post Office,Uttar Pradesh,True
B007138,2026-05-30,100.0,SUCCESS,Bank Transfer,Others,False
B019292,2025-10-14,274.0,SUCCESS,Cash,Others,False
B044952,2025-11-22,200.0,SUCCESS,Post Office,Uttar Pradesh,False
B010694,2025-07-27,271.0,SUCCESS,DBT,Bihar,False
B011084,2024-09-13,304.0,SUCCESS,Bank Transfer,Uttar Pradesh,False
B029235,2024-09-07,341.38,SUCCESS,DBT,Maharashtra,True
B004647,2025-07-28,216.0,SUCCESS,Bank Transfer,Bihar,False
B049654,2026-05-20,110.0,SUCCESS,Cash,Karnataka,False
B026785,2025-10-10,180.0,SUCCESS,Cash,Others,False
B030884,2024-10-06,207.0,SUCCESS,DBT,Uttar Pradesh,False
B017459,2024-12-23,237.56,SUCCESS,Cash,Uttar Pradesh,True
B037088,2024-09-03,220.0,SUCCESS,Bank Transfer,Rajasthan,False
B043281,2025-03-01,172.0,SUCCESS,Bank Transfer,Others,False
B029421,2026-01-02,100.0,SUCCESS,DBT,Karnataka,False
B037897,2025-04-20,302.5,SUCCESS,Post Office,Karnataka,True
B029702,2024-12-09,199.0,FAILED,Bank Transfer,West Bengal,False
B010767,2025-07-06,95.45,SUCCESS,DBT,Bihar,True
B013416,2026-01-24,222.0,SUCCESS,DBT,West Bengal,False
B048000,2025-08-01,291.0,SUCCESS,Cash,Others,False
B032846,2025-06-10,335.0,SUCCESS,Bank Transfer,Others,False
B026992,2025-07-18,247.53,SUCCESS,Post Office,Others,True
B031733,2024-12-10,209.72,SUCCESS,Post Office,Gujarat,True
B022506,2024-07-02,201.0,FAILED,Post Office,Tamil Nadu,False
B034450,2025-03-16,173.0,SUCCESS,Post Office,Maharashtra,False
B042654,2025-08-28,223.0,SUCCESS,Bank Transfer,Maharashtra,False
B007364,2024-08-02,197.0,FAILED,Cash,Karnataka,False
B039625,2025-05-03,217.0,FAILED,Post Office,Others,False
B019781,2026-02-12,98.44,SUCCESS,Cash,Uttar Pradesh,True
B007607,2026-02-15,202.0,SUCCESS,Cash,West Bengal,False
B013612,2025-08-07,219.0,FAILED,Cash,Maharashtra,False
B033366,2024-11-15,337.0,FAILED,Post Office,Maharashtra,False
B013448,2026-05-25,284.0,SUCCESS,DBT,Andhra Pradesh,False
B044545,2024-12-22,241.32,SUCCESS,Post Office,Uttar Pradesh,True
B014971,2024-12-04,238.79,SUCCESS,Bank Transfer,Madhya Pradesh,True
B013243,2024-12-27,260.0,SUCCESS,Post Office,Bihar,False
B047513,2024-12-31,329.0,SUCCESS,Cash,Rajasthan,False
B043346,2024-08-24,216.0,FAILED,Bank Transfer,Uttar Pradesh,False
B003431,2024-07-11,297.0,SUCCESS,Cash,Madhya Pradesh,False
B042873,2025-01-11,244.0,SUCCESS,Post Office,West Bengal,False
B033969,2026-01-26,166.0,SUCCESS,Bank Transfer,Others,False
B000551,2025-05-18,292.0,FAILED,DBT,Others,False
B033356,2025-09-28,108.01,SUCCESS,Bank Transfer,West Bengal,True
B015127,2025-09-08,116.0,SUCCESS,Post Office,Others,False
B009628,2025-04-20,274.0,SUCCESS,Cash,Uttar Pradesh,False
B039743,2026-01-12,217.0,SUCCESS,Cash,Others,False
B017667,2026-05-14,191.0,SUCCESS,Bank Transfer,Maharashtra,False
B020979,2025-04-19,272.0,SUCCESS,Post Office,Karnataka,False
B021704,2024-07-10,234.0,FAILED,Bank Transfer,Bihar,False
B031764,2025-02-19,230.0,SUCCESS,DBT,West Bengal,False
B028712,2025-05-05,264.8,SUCCESS,Cash,Gujarat,True
B037921,2025-03-12,238.0,SUCCESS,DBT,Karnataka,False
B036313,2025-01-15,203.0,SUCCESS,Post Office,Tamil Nadu,False
B031174,2024-08-02,288.0,SUCCESS,Cash,Madhya Pradesh,False
B037307,2024-12-18,302.0,FAILED,Cash,Rajasthan,False
B004994,2024-11-21,210.0,SUCCESS,DBT,Madhya Pradesh,False
B025922,2024-07-11,228.0,SUCCESS,Cash,West Bengal,False
B036275,2024-09-07,227.9,SUCCESS,Bank Transfer,Others,True
B002313,2024-07-16,242.0,SUCCESS,DBT,Bihar,False
B031647,2024-09-17,200.0,FAILED,Post Office,Others,False
B013425,2026-02-20,213.0,SUCCESS,Cash,West Bengal,False
B034906,2025-05-18,176.0,SUCCESS,DBT,Bihar,False
B017807,2024-11-07,268.0,SUCCESS,Cash,Uttar Pradesh,False
B021106,2024-09-22,237.01,FAILED,Cash,Madhya Pradesh,True
B000272,2025-07-17,200.0,SUCCESS,Post Office,Others,False
B002249,2025-02-27,158.0,FAILED,DBT,Madhya Pradesh,False
B003228,2024-10-05,207.0,SUCCESS,Cash,Gujarat,False
B018172,2024-11-03,242.0,FAILED,Post Office,West Bengal,False
B000788,2025-10-29,167.0,SUCCESS,DBT,Uttar Pradesh,False
B028831,2024-12-11,177.0,FAILED,DBT,Tamil Nadu,False
B023802,2025-02-16,249.0,SUCCESS,Cash,Rajasthan,False
B015463,2025-09-26,143.0,SUCCESS,Cash,Rajasthan,False
B046272,2025-08-15,113.0,FAILED,Cash,Tamil Nadu,False
B017909,2025-06-20,233.0,SUCCESS,Cash,Uttar Pradesh,False
B030456,2025-11-23,227.0,SUCCESS,DBT,Maharashtra,False
B015592,2024-12-17,390.0,SUCCESS,DBT,Andhra Pradesh,False
B030675,2025-05-18,107.0,SUCCESS,Post Office,Karnataka,False
B029239,2024-11-10,202.0,SUCCESS,DBT,Uttar Pradesh,False
B020955,2025-08-02,240.97,FAILED,Post Office,Gujarat,True
B014263,2025-10-13,294.0,SUCCESS,Cash,Others,False
B030837,2025-01-14,183.0,SUCCESS,Bank Transfer,Rajasthan,False
B044713,2025-12-25,248.0,FAILED,Bank Transfer,Others,False
B007860,2025-11-10,227.13,SUCCESS,Bank Transfer,West Bengal,True
B036532,2024-12-11,270.0,SUCCESS,Post Office,Others,False
B029580,2024-07-12,246.0,SUCCESS,Cash,Madhya Pradesh,False
B018407,2024-09-02,488.44,SUCCESS,DBT,Karnataka,True
B025669,2025-02-16,239.0,SUCCESS,DBT,Bihar,False
B009729,2025-12-31,290.0,FAILED,DBT,Andhra Pradesh,False
B029601,2026-05-16,114.0,SUCCESS,DBT,Others,False
B035553,2024-07-15,239.0,SUCCESS,DBT,Uttar Pradesh,False
B028256,2025-05-09,321.0,FAILED,Cash,Bihar,False
B040169,2026-04-05,249.0,FAILED,Bank Transfer,Others,False
B034508,2024-08-08,216.0,SUCCESS,Bank Transfer,Madhya Pradesh,False
B017998,2024-10-11,183.0,FAILED,Post Office,Maharashtra,False
B013629,2024-10-01,215.0,SUCCESS,DBT,Uttar Pradesh,False
B024572,2024-08-06,171.0,SUCCESS,Cash,Others,False
B016569,2025-06-25,197.0,SUCCESS,Post Office,Tamil Nadu,False
B038706,2024-09-07,264.0,SUCCESS,Post Office,Others,False
B010569,2025-10-28,216.0,SUCCESS,Cash,Others,False
B033902,2025-04-25,196.0,SUCCESS,DBT,Madhya Pradesh,False
B043014,2024-12-26,103.0,SUCCESS,Bank Transfer,West Bengal,False
B034214,2026-01-15,312.0,SUCCESS,Bank Transfer,Others,False
B003795,2024-12-17,211.0,FAILED,Post Office,Bihar,False
B005605,2025-05-16,319.87,FAILED,Post Office,Karnataka,True
B020996,2025-01-12,207.0,SUCCESS,Post Office,Others,False
B047283,2026-04-10,100.0,SUCCESS,Cash,Madhya Pradesh,False
B048160,2025-04-30,261.0,SUCCESS,Post Office,Others,False
B002840,2026-04-25,250.0,FAILED,DBT,Others,False
B023824,2025-11-01,172.87,SUCCESS,Bank Transfer,Maharashtra,True
B019133,2024-12-18,190.0,FAILED,Cash,Others,False
B028665,2026-02-27,106.0,SUCCESS,Cash,Maharashtra,False
B035428,2024-11-20,209.0,SUCCESS,Post Office,Rajasthan,False
B000641,2024-06-15,241.0,SUCCESS,Cash,Others,False
B005965,2024-09-09,103.0,FAILED,Post Office,Madhya Pradesh,False
B018544,2025-03-01,274.0,SUCCESS,Cash,Tamil Nadu,False
B043572,2024-09-17,110.0,FAILED,Bank Transfer,Others,False
B017788,2025-05-14,194.0,SUCCESS,Cash,Andhra Pradesh,False
B009636,2026-02-28,349.0,SUCCESS,Post Office,Others,False
B012464,2025-05-10,100.0,SUCCESS,DBT,Others,False
B015858,2025-08-15,199.0,SUCCESS,DBT,Uttar Pradesh,False
B044102,2025-03-23,180.0,SUCCESS,Cash,Uttar Pradesh,False
B041941,2024-07-18,202.0,SUCCESS,DBT,Others,False
B022963,2025-05-13,210.0,SUCCESS,Bank Transfer,Others,False
B029303,2025-11-10,300.86,FAILED,Post Office,Madhya Pradesh,True
B037770,2026-05-19,280.42,SUCCESS,Cash,Maharashtra,True
B041146,2025-03-23,266.0,SUCCESS,Bank Transfer,Others,False
B026074,2024-08-14,313.0,SUCCESS,DBT,Others,False
B009092,2025-07-01,170.0,SUCCESS,Bank Transfer,Uttar Pradesh,False
B026706,2025-12-13,245.0,FAILED,Post Office,Others,False
B021354,2024-08-14,205.0,SUCCESS,Bank Transfer,Others,False
B013241,2024-12-12,213.0,SUCCESS,Bank Transfer,Others,False
B048583,2024-11-13,277.0,SUCCESS,Post Office,Bihar,False
B009176,2024-07-28,189.0,FAILED,Post Office,Karnataka,False
B043973,2026-04-01,344.11,SUCCESS,Bank Transfer,Uttar Pradesh,True
B047495,2026-01-12,277.0,SUCCESS,DBT,Tamil Nadu,False
B031108,2026-01-29,256.0,SUCCESS,DBT,West Bengal,False
B041890,2025-08-29,291.0,SUCCESS,DBT,Tamil Nadu,False
B025591,2024-12-04,223.0,SUCCESS,DBT,Karnataka,False
B019505,2025-06-20,222.0,SUCCESS,Cash,Rajasthan,False
B005711,2026-02-02,100.0,SUCCESS,DBT,West Bengal,False
B025923,2026-05-08,225.14,SUCCESS,Cash,Uttar Pradesh,True
B037564,2024-09-14,250.0,SUCCESS,Bank Transfer,Others,False
B039837,2024-10-22,208.0,SUCCESS,Cash,Tamil Nadu,False
B034580,2024-08-02,185.0,SUCCESS,Post Office,Others,False
B036146,2025-08-16,205.01,FAILED,Bank Transfer,Bihar,True
B045108,2025-11-11,223.0,SUCCESS,Post Office,Andhra Pradesh,False
B035386,2026-03-13,216.0,FAILED,Cash,Others,False
B007069,2025-01-04,225.0,FAILED,Bank Transfer,Tamil Nadu,False
B028399,2025-06-14,183.0,SUCCESS,Cash,Tamil Nadu,False
